0,0.01,0,0.0246,-0.071198
0.02,0.0030397,0.004971,0.0083664,0.0019716
0.04,0.0048612,0.0075021,0.010845,0.011936
0.06,0.0072303,0.008542,0.0083756,0.010578
0.08,0.0094939,0.0095117,0.007291,0.008677
0.1,0.011614,0.011201,0.0075139,0.0073498
0.12,0.013561,0.013442,0.007668,0.007169
0.14,0.0153,0.015476,0.0077435,0.0075369
0.16,0.0168,0.01696,0.0077978,0.0079758
0.18,0.018034,0.018045,0.0078412,0.0080433
0.2,0.018981,0.018905,0.0078743,0.0078866
0.22,0.019622,0.019595,0.0078968,0.0077803
0.24,0.019946,0.019994,0.0079081,0.007847
0.26,0.019946,0.019989,0.0079081,0.0079714
0.28,0.019622,0.019606,0.0078968,0.0079818
0.3,0.018981,0.018933,0.0078743,0.0078721
0.32,0.018034,0.018009,0.0078412,0.0077926
0.34,0.016799,0.016802,0.0077982,0.0077793
0.36,0.015299,0.015294,0.0077469,0.0077838
0.38,0.013559,0.013526,0.007695,0.0077235
0.4,0.01161,0.011579,0.007685,0.0076384
0.42,0.0094779,0.0095351,0.0079078,0.0076883
0.44,0.0071914,0.0074827,0.0088304,0.0084007
0.46,0.0047893,0.0053861,0.010499,0.010168
0.48,0.0023323,0.0029496,0.011444,0.011783
0.5,-0.0001263,-5.3853e-05,0.010055,0.011697
0.52,-0.0024043,-0.0048076,-0.0023049,0.00056829
0.54,-0.0047723,-0.0080664,-0.011494,-0.011827
0.56,-0.0072067,-0.0093409,-0.009797,-0.01224
0.58,-0.0094914,-0.010053,-0.0075788,-0.009302
0.6,-0.011614,-0.011305,-0.0075357,-0.008127
0.62,-0.013561,-0.013266,-0.0076688,-0.0072873
0.64,-0.0153,-0.015315,-0.0077435,-0.0073097
0.66,-0.0168,-0.016984,-0.0077978,-0.0077909
0.68,-0.018034,-0.018128,-0.0078412,-0.0080417
0.7,-0.018981,-0.01894,-0.0078743,-0.0080155
0.72,-0.019622,-0.019556,-0.0078968,-0.0078384
0.74,-0.019946,-0.01995,-0.0079081,-0.0077954
0.76,-0.019946,-0.019998,-0.0079081,-0.0079051
0.78,-0.019622,-0.01964,-0.0078968,-0.007979
0.8,-0.018981,-0.018942,-0.0078743,-0.0079261
0.82,-0.018034,-0.01799,-0.0078412,-0.0078107
0.84,-0.016799,-0.016786,-0.0077982,-0.0077569
0.86,-0.015299,-0.0153,-0.0077469,-0.0077521
0.88,-0.013559,-0.013542,-0.007695,-0.0077311
0.9,-0.01161,-0.011581,-0.007685,-0.0076617
0.92,-0.0094779,-0.0095254,-0.0079078,-0.0076907
0.94,-0.0071914,-0.0074796,-0.0088304,-0.0083873
0.96,-0.0047893,-0.0053883,-0.010499,-0.010167
0.98,-0.0023323,-0.0029511,-0.011444,-0.011785
1,0.0001263,5.3281e-05,-0.010055,-0.011698
1.02,0.0024043,0.0048077,0.0023049,-0.00056853
1.04,0.0047723,0.0080665,0.011494,0.011827
1.06,0.0072067,0.009341,0.009797,0.01224
1.08,0.0094914,0.010053,0.0075788,0.009302
1.1,0.011614,0.011305,0.0075357,0.008127
1.12,0.013561,0.013266,0.0076688,0.0072873
1.14,0.0153,0.015315,0.0077435,0.0073097
1.16,0.0168,0.016984,0.0077978,0.0077909
1.18,0.018034,0.018128,0.0078412,0.0080417
1.2,0.018981,0.01894,0.0078743,0.0080155
1.22,0.019622,0.019556,0.0078968,0.0078384
1.24,0.019946,0.01995,0.0079081,0.0077954
1.26,0.019946,0.019998,0.0079081,0.0079051
1.28,0.019622,0.01964,0.0078968,0.007979
1.3,0.018981,0.018942,0.0078743,0.0079261
1.32,0.018034,0.01799,0.0078412,0.0078107
1.34,0.016799,0.016786,0.0077982,0.0077569
1.36,0.015299,0.0153,0.0077469,0.0077521
1.38,0.013559,0.013542,0.007695,0.0077311
1.4,0.01161,0.011581,0.007685,0.0076617
1.42,0.0094779,0.0095254,0.0079078,0.0076907
1.44,0.0071914,0.0074796,0.0088304,0.0083873
1.46,0.0047893,0.0053883,0.010499,0.010167
1.48,0.0023323,0.0029511,0.011444,0.011785
1.5,-0.0001263,-5.3281e-05,0.010055,0.011698
1.52,-0.0024043,-0.0048077,-0.0023049,0.00056853
1.54,-0.0047723,-0.0080665,-0.011494,-0.011827
1.56,-0.0072067,-0.009341,-0.009797,-0.01224
1.58,-0.0094914,-0.010053,-0.0075788,-0.009302
1.6,-0.011614,-0.011305,-0.0075357,-0.008127
1.62,-0.013561,-0.013266,-0.0076688,-0.0072873
1.64,-0.0153,-0.015315,-0.0077435,-0.0073097
1.66,-0.0168,-0.016984,-0.0077978,-0.0077909
1.68,-0.018034,-0.018128,-0.0078412,-0.0080417
1.7,-0.018981,-0.01894,-0.0078743,-0.0080155
1.72,-0.019622,-0.019556,-0.0078968,-0.0078384
1.74,-0.019946,-0.01995,-0.0079081,-0.0077954
1.76,-0.019946,-0.019998,-0.0079081,-0.0079051
1.78,-0.019622,-0.01964,-0.0078968,-0.007979
1.8,-0.018981,-0.018942,-0.0078743,-0.0079261
1.82,-0.018034,-0.01799,-0.0078412,-0.0078107
1.84,-0.016799,-0.016786,-0.0077982,-0.0077569
1.86,-0.015299,-0.0153,-0.0077469,-0.0077521
1.88,-0.013559,-0.013542,-0.007695,-0.0077311
1.9,-0.01161,-0.011581,-0.007685,-0.0076617
1.92,-0.0094779,-0.0095254,-0.0079078,-0.0076907
1.94,-0.0071914,-0.0074796,-0.0088304,-0.0083873
1.96,-0.0047893,-0.0053883,-0.010499,-0.010167
